index,departure_date,departure_day,departure_time,class,arrival_date,arrival_day,arrival_time,flight_time,flight_type,price,airlines,port_d,port_a
218,09-01,금,오전 9:30,이코노미,09-03,일,오전 4:00,26:30,3,"2,118,117","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
219,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:25,23:25,2,"2,118,245","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
220,09-01,금,오전 7:00,이코노미,09-03,일,오전 11:20,36:20,2,"2,124,975","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
221,09-01,금,오전 11:50,이코노미,09-02,토,오후 10:25,18:35,1,"2,148,694","유나이티드항공, 아시아나",LAX,GMP
222,09-01,금,오전 11:50,이코노미,09-03,일,오후 2:25,34:35,1,"2,148,694","유나이티드항공, 아시아나",LAX,GMP
223,09-01,금,오전 6:00,이코노미,09-02,토,오후 10:25,24:25,2,"2,154,451","유나이티드항공, 아시아나",LAX,GMP
224,09-01,금,오전 8:15,이코노미,09-02,토,오후 10:25,22:10,2,"2,154,451","유나이티드항공, 아시아나",LAX,GMP
225,09-01,금,오후 9:30,이코노미,09-04,월,오전 6:20,40:50,2,"2,161,488","알래스카항공, LOT 폴란드항공",LAX,ICN
226,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:25,23:25,2,"2,218,548","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
227,09-01,금,오전 7:00,이코노미,09-03,일,오후 2:25,39:25,2,"2,218,548","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
228,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:25,23:25,2,"2,232,109","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
229,09-01,금,오후 2:12,이코노미,09-03,일,오후 10:25,40:13,2,"2,233,503","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
230,09-01,금,오후 6:57,이코노미,09-03,일,오후 10:25,35:28,2,"2,233,503","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
231,09-01,금,오전 11:30,이코노미,09-03,일,오전 11:20,31:50,2,"2,235,691","아메리칸항공, 핀란드항공",LAX,ICN
232,09-01,금,오후 12:21,이코노미,09-03,일,오전 11:20,30:59,2,"2,235,691","아메리칸항공, 핀란드항공",LAX,ICN
233,09-01,금,오전 7:00,이코노미,09-03,일,오전 11:05,36:05,3,"2,249,380","알래스카항공, 전일본공수운항사: Skywest Airlines as Alaska SkyWest",BUR,GMP
234,09-01,금,오전 7:00,이코노미,09-02,토,오후 6:35,19:35,2,"2,254,498","알래스카항공, 전일본공수유나이티드항공",BUR,GMP
235,09-01,금,오전 7:00,이코노미,09-03,일,오전 11:05,36:05,2,"2,254,498","알래스카항공, 전일본공수",BUR,GMP
236,09-01,금,오전 10:30,이코노미,09-03,일,오전 11:05,32:35,3,"2,254,498","알래스카항공, 전일본공수",BUR,GMP
237,09-01,금,오후 4:05,이코노미,09-03,일,오전 11:05,27:35,3,"2,254,498","알래스카항공, 전일본공수",BUR,GMP
238,09-01,금,오후 4:05,이코노미,09-03,일,오후 6:35,34:30,3,"2,254,498","알래스카항공, 전일본공수",BUR,GMP
239,09-01,금,오후 6:57,이코노미,09-03,일,오전 11:05,24:08,2,"2,254,498","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
240,09-01,금,오후 6:57,이코노미,09-03,일,오후 6:35,31:38,2,"2,254,498","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
241,09-01,금,오전 10:30,이코노미,09-03,일,오전 11:05,32:35,3,"2,261,662","알래스카항공, 전일본공수",BUR,GMP
244,09-01,금,오전 10:30,이코노미,09-03,일,오후 6:35,40:05,2,"2,267,803","알래스카항공, 전일본공수",BUR,GMP
245,09-01,금,오후 4:05,이코노미,09-03,일,오후 6:35,34:30,2,"2,267,803","알래스카항공, 전일본공수",BUR,GMP
246,09-01,금,오후 8:25,이코노미,09-03,일,오후 6:35,30:10,2,"2,267,803","알래스카항공, 전일본공수유나이티드항공",BUR,GMP
247,09-01,금,오전 10:39,이코노미,09-03,일,오전 11:05,32:26,2,"2,275,505","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
248,09-01,금,오전 10:39,이코노미,09-03,일,오후 6:35,39:56,2,"2,275,505","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
249,09-01,금,오후 5:03,이코노미,09-03,일,오후 4:05,31:02,2,"2,326,782",델타항공운항사: Skywest DBA Delta Connection,BUR,ICN
250,09-01,금,오전 6:15,이코노미,09-02,토,오후 8:15,22:02,2,"2,339,703","에어캐나다, 대한항공",LAX,ICN
251,09-01,금,오전 9:00,이코노미,09-02,토,오후 8:15,19:15,2,"2,339,703","에어캐나다, 대한항공유나이티드항공",LAX,ICN
252,09-01,금,오후 5:03,이코노미,09-03,일,오후 5:20,32:17,2,"2,352,472","델타항공, 대한항공운항사: Skywest DBA Delta Connection",BUR,ICN
253,09-01,금,오전 10:57,이코노미,09-02,토,오후 10:25,19:28,2,"2,353,393","유나이티드항공, 전일본공수, 아시아나",LAX,GMP
254,09-01,금,오후 1:55,이코노미,09-03,일,오후 5:40,35:45,1,"2,364,907",터키항공,LAX,ICN
255,09-01,금,오후 6:35,이코노미,09-03,일,오후 5:40,31:05,1,"2,364,907",터키항공,LAX,ICN
256,09-01,금,오후 2:20,이코노미,09-03,일,오전 9:50,27:30,2,"2,372,199",싱가포르항공,LAX,ICN
257,09-01,금,오전 7:00,이코노미,09-03,일,오전 11:30,36:30,2,"2,415,058","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,ICN
258,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:25,23:25,3,"2,474,420","알래스카항공, 전일본공수, 아시아나운항사: Skywest Airlines as Alaska SkyWest",BUR,GMP
259,09-01,금,오전 7:00,이코노미,09-02,토,오후 7:00,20:25,2,"2,475,060","유나이티드항공, 하와이안항공운항사: Skywest DBA United Express",BUR,ICN
260,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:25,23:25,2,"2,479,538","알래스카항공, 전일본공수, 아시아나",BUR,GMP
261,09-01,금,오전 7:00,이코노미,09-03,일,오전 11:20,36:20,2,"2,479,538","알래스카항공, 전일본공수, 아시아나",BUR,GMP
262,09-01,금,오후 4:05,이코노미,09-03,일,오전 11:20,27:15,3,"2,479,538","알래스카항공, 전일본공수, 아시아나",BUR,GMP
263,09-01,금,오후 4:05,이코노미,09-03,일,오후 2:25,30:20,3,"2,479,538","알래스카항공, 전일본공수, 아시아나",BUR,GMP
264,09-01,금,오후 6:57,이코노미,09-03,일,오전 11:20,24:23,2,"2,479,538","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
265,09-01,금,오후 6:57,이코노미,09-03,일,오후 2:25,27:28,2,"2,479,538","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
266,09-01,금,오후 6:57,이코노미,09-03,일,오후 10:25,35:28,2,"2,479,538","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
267,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:25,23:25,2,"2,486,830","하와이안항공, 아시아나전일본공수",LAX,GMP
268,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:05,23:05,2,"2,490,413","알래스카항공, 전일본공수, 아시아나유나이티드항공",BUR,ICN
269,09-01,금,오후 6:57,이코노미,09-03,일,오전 11:30,24:33,2,"2,490,413","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,ICN
270,09-01,금,오후 8:25,이코노미,09-03,일,오후 10:25,34:33,2,"2,492,843","알래스카항공, 전일본공수, 아시아나",BUR,GMP
271,09-01,금,오전 10:39,이코노미,09-03,일,오전 11:20,32:41,2,"2,501,300","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
272,09-01,금,오전 10:39,이코노미,09-03,일,오후 2:25,35:46,2,"2,501,300","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
273,09-01,금,오전 1:15,이코노미,09-03,일,오전 7:10,37:55,2,"2,546,193","캐세이패시픽항공, 말레이항공",LAX,ICN
275,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:25,23:25,2,"2,554,893","하와이안항공, 아시아나전일본공수",LAX,GMP
276,09-01,금,오전 10:00,이코노미,09-02,토,오후 10:25,20:25,2,"2,554,893","하와이안항공, 아시아나전일본공수",LAX,GMP
277,09-01,금,오전 10:00,이코노미,09-02,토,오후 10:10,20:10,2,"2,556,940","하와이안항공, 아시아나전일본공수",LAX,ICN
278,09-01,금,오전 11:50,이코노미,09-03,일,오전 11:20,31:30,1,"2,564,488","유나이티드항공, 아시아나",LAX,GMP
279,09-01,금,오전 10:00,이코노미,09-02,토,오후 10:25,20:25,2,"2,564,872","하와이안항공, 아시아나전일본공수",LAX,GMP
280,09-01,금,오전 8:15,이코노미,09-02,토,오후 10:05,21:50,2,"2,571,268","유나이티드항공, 아시아나",LAX,ICN
281,09-01,금,오전 11:50,이코노미,09-02,토,오후 10:05,18:15,1,"2,575,107","유나이티드항공, 아시아나전일본공수",LAX,ICN
282,09-01,금,오전 8:15,이코노미,09-02,토,오후 10:25,22:10,2,"2,583,550","유나이티드항공, 아시아나",LAX,GMP
283,09-01,금,오후 2:12,이코노미,09-03,일,오후 4:25,34:13,2,"2,609,521","유나이티드항공, 에어캐나다운항사: Skywest/United Express",BUR,ICN
284,09-01,금,오후 6:57,이코노미,09-03,일,오후 7:00,32:03,2,"2,612,067","유나이티드항공, 하와이안항공운항사: Skywest DBA United Express",BUR,ICN
285,09-01,금,오전 7:00,이코노미,09-03,일,오후 1:15,38:15,2,"2,628,968","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
286,09-01,금,오후 9:20,이코노미,09-03,일,오후 3:35,26:15,1,"2,634,213",싱가포르항공,LAX,ICN
287,09-01,금,오후 9:20,이코노미,09-03,일,오후 10:15,32:55,1,"2,634,213",싱가포르항공,LAX,ICN
288,09-01,금,오후 11:40,이코노미,09-03,일,오후 10:15,30:35,1,"2,634,213",싱가포르항공,LAX,ICN
289,09-01,금,오전 7:00,이코노미,09-03,일,오전 11:20,36:20,2,"2,634,341","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
290,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:05,23:05,2,"2,635,493","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,ICN
291,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:05,23:05,2,"2,645,216","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,ICN
292,09-01,금,오전 7:00,이코노미,09-03,일,오전 11:20,36:20,2,"2,647,902","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
293,09-01,금,오후 6:57,이코노미,09-03,일,오후 10:05,35:08,2,"2,657,498","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,ICN
294,09-01,금,오후 6:57,이코노미,09-03,일,오후 10:25,35:28,2,"2,669,972","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
295,09-01,금,오후 8:10,이코노미,09-03,일,오후 5:50,29:40,1,"2,893,796","웨스트젯, 대한항공",LAX,ICN
296,09-01,금,오전 7:00,이코노미,09-02,토,오후 7:00,20:40,2,"2,894,692","유나이티드항공, 하와이안항공운항사: Skywest DBA United Express",BUR,ICN
297,09-01,금,오후 4:05,이코노미,09-03,일,오후 5:50,33:45,2,"2,895,588","알래스카항공, 대한항공웨스트젯운항사: Skywest Airlines as Alaska SkyWest",BUR,ICN
298,09-01,금,오후 4:05,이코노미,09-03,일,오후 5:50,33:45,2,"2,971,070","알래스카항공, 대한항공웨스트젯운항사: Skywest Airlines as Alaska SkyWest",BUR,ICN
299,09-01,금,오후 8:25,이코노미,09-03,일,오후 2:45,26:20,2,"3,004,206","알래스카항공, 유나이티드항공아시아나",BUR,ICN
300,09-01,금,오후 5:00,프리미엄 이코노미,09-03,일,오후 12:45,27:45,1,"866,387",중화항공,LAX,GMP
301,09-01,금,오후 12:50,프리미엄 이코노미,09-03,일,오전 5:50,25:45,1,"912,815",필리핀항공,LAX,ICN
302,09-01,금,오후 12:40,프리미엄 이코노미,09-02,토,오후 5:35,12:55,0,"1,198,894",아시아나,LAX,ICN
303,09-01,금,오후 7:10,프리미엄 이코노미,09-03,일,오후 7:00,31:50,2,"854,693","스피릿항공, 하와이안항공",LAX,ICN
304,09-01,금,오후 5:00,프리미엄 이코노미,09-03,일,오전 11:10,26:10,1,"866,387",중화항공,LAX,ICN
305,09-01,금,오후 11:40,프리미엄 이코노미,09-03,일,오후 7:35,27:55,1,"907,147",필리핀항공,LAX,ICN
306,09-01,금,오후 12:50,프리미엄 이코노미,09-03,일,오후 7:35,38:45,1,"931,634",필리핀항공,LAX,ICN
307,09-01,금,오후 11:40,프리미엄 이코노미,09-04,월,오전 5:50,38:10,1,"931,634",필리핀항공,LAX,ICN
308,09-01,금,오후 8:25,프리미엄 이코노미,09-03,일,오후 7:00,30:35,2,"938,325","스피릿항공, 하와이안항공",LAX,ICN
309,09-01,금,오전 12:15,프리미엄 이코노미,09-02,토,오후 12:40,20:25,1,"955,328",샤먼항공,LAX,ICN
310,09-01,금,오후 12:15,프리미엄 이코노미,09-03,일,오전 11:00,30:45,1,"978,971",에바항공,LAX,ICN
311,09-01,금,오전 7:00,프리미엄 이코노미,09-02,토,오후 7:00,20:45,1,"1,089,508",하와이안항공,LAX,ICN
312,09-01,금,오전 1:15,프리미엄 이코노미,09-02,토,오후 7:15,26:45,1,"1,090,020",캐세이패시픽항공,LAX,ICN
313,09-01,금,오전 1:15,프리미엄 이코노미,09-02,토,오후 9:15,28:45,1,"1,090,020",캐세이패시픽항공,LAX,ICN
314,09-01,금,오전 10:50,프리미엄 이코노미,09-02,토,오후 3:45,12:55,0,"1,133,774",Air Premia Inc,LAX,ICN
315,09-01,금,오후 8:25,프리미엄 이코노미,09-03,일,오후 7:00,30:35,2,"1,141,962","알래스카항공, 하와이안항공",BUR,ICN
316,09-01,금,오후 9:55,프리미엄 이코노미,09-03,일,오전 11:10,21:15,2,"1,161,280","알래스카항공, 중화항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
317,09-01,금,오후 6:45,프리미엄 이코노미,09-03,일,오전 11:20,24:35,1,"1,189,810",핀란드항공,LAX,ICN
318,09-01,금,오후 9:55,프리미엄 이코노미,09-03,일,오후 12:45,22:50,2,"1,211,175","알래스카항공, 중화항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
319,09-01,금,오전 12:50,프리미엄 이코노미,09-02,토,오전 11:00,18:10,1,"1,211,815",에바항공아시아나,LAX,ICN
320,09-01,금,오전 12:50,프리미엄 이코노미,09-02,토,오후 12:50,20:10,1,"1,211,815",에바항공,LAX,GMP
321,09-01,금,오전 12:50,프리미엄 이코노미,09-02,토,오후 6:45,25:55,1,"1,211,815",에바항공,LAX,ICN
322,09-01,금,오전 1:25,프리미엄 이코노미,09-02,토,오전 11:00,17:35,1,"1,211,815",에바항공아시아나,LAX,ICN
323,09-01,금,오전 1:25,프리미엄 이코노미,09-02,토,오후 6:45,25:20,1,"1,211,815",에바항공,LAX,ICN
324,09-01,금,오전 10:00,프리미엄 이코노미,09-02,토,오후 7:00,17:20,1,"1,217,444",하와이안항공,LAX,ICN
325,09-01,금,오전 6:00,프리미엄 이코노미,09-02,토,오후 7:00,21:20,2,"1,218,724","알래스카항공, 하와이안항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
326,09-01,금,오후 6:00,프리미엄 이코노미,09-03,일,오후 7:00,33:20,1,"1,244,413",하와이안항공,LAX,ICN
327,09-01,금,오전 12:15,프리미엄 이코노미,09-02,토,오후 7:15,27:20,1,"1,248,661",캐세이패시픽항공,LAX,ICN
328,09-01,금,오전 12:15,프리미엄 이코노미,09-02,토,오후 9:15,29:20,1,"1,248,661",캐세이패시픽항공,LAX,ICN
329,09-01,금,오후 7:15,프리미엄 이코노미,09-03,일,오후 12:45,25:30,2,"1,262,350","알래스카항공, 중화항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
331,09-01,금,오전 12:45,프리미엄 이코노미,09-02,토,오전 11:10,18:25,1,"1,266,828",중화항공,LAX,ICN
332,09-01,금,오전 12:45,프리미엄 이코노미,09-02,토,오후 7:45,27:25,1,"1,266,828",중화항공,LAX,ICN
333,09-01,금,오전 12:40,프리미엄 이코노미,09-02,토,오후 3:30,22:50,1,"1,267,468",아메리칸항공,LAX,ICN
334,09-01,금,오전 1:30,프리미엄 이코노미,09-02,토,오후 3:30,22:50,1,"1,267,468",아메리칸항공,LAX,ICN
335,09-01,금,오후 6:30,프리미엄 이코노미,09-03,일,오후 3:30,29:50,1,"1,267,468",아메리칸항공,LAX,ICN
336,09-01,금,오후 11:45,프리미엄 이코노미,09-03,일,오후 3:30,23:45,1,"1,267,468",아메리칸항공,LAX,ICN
337,09-01,금,오후 8:25,프리미엄 이코노미,09-03,일,오후 4:25,28:45,2,"1,273,225","알래스카항공, 에어캐나다유나이티드항공운항사: Air Canada Express - Jazz",BUR,ICN
339,09-01,금,오전 12:15,프리미엄 이코노미,09-02,토,오후 4:30,24:15,1,"1,286,658",델타항공,LAX,ICN
340,09-01,금,오전 6:00,프리미엄 이코노미,09-02,토,오후 2:45,16:45,1,"1,286,658",유나이티드항공,LAX,ICN
341,09-01,금,오전 8:15,프리미엄 이코노미,09-02,토,오후 2:45,14:30,1,"1,286,658",유나이티드항공,LAX,ICN
342,09-01,금,오전 10:40,프리미엄 이코노미,09-03,일,오전 4:20,25:40,1,"1,286,658",유나이티드항공,LAX,ICN
343,09-01,금,오전 11:35,프리미엄 이코노미,09-03,일,오전 4:20,24:45,1,"1,286,658",유나이티드항공,LAX,ICN
344,09-01,금,오후 12:18,프리미엄 이코노미,09-03,일,오전 4:20,24:02,2,"1,286,658",유나이티드항공,LAX,ICN
346,09-01,금,오후 12:50,프리미엄 이코노미,09-03,일,오전 4:20,23:30,2,"1,286,658",유나이티드항공,LAX,ICN
348,09-01,금,오후 1:52,프리미엄 이코노미,09-03,일,오전 4:20,22:28,1,"1,286,658",유나이티드항공,LAX,ICN
349,09-01,금,오후 2:26,프리미엄 이코노미,09-03,일,오전 4:20,21:54,2,"1,286,658",유나이티드항공,LAX,ICN
351,09-01,금,오후 4:10,프리미엄 이코노미,09-03,일,오전 4:20,20:10,1,"1,286,658",유나이티드항공,LAX,ICN
352,09-01,금,오후 4:13,프리미엄 이코노미,09-03,일,오전 4:20,20:07,2,"1,286,658",유나이티드항공,LAX,ICN
353,09-01,금,오후 5:10,프리미엄 이코노미,09-03,일,오전 4:20,19:10,1,"1,286,658",유나이티드항공,LAX,ICN
354,09-01,금,오후 6:35,프리미엄 이코노미,09-03,일,오후 4:30,29:55,1,"1,286,658",델타항공,LAX,ICN
355,09-01,금,오후 6:45,프리미엄 이코노미,09-03,일,오전 4:20,17:35,1,"1,286,658",유나이티드항공,LAX,ICN
356,09-01,금,오후 11:25,프리미엄 이코노미,09-03,일,오후 4:30,25:05,1,"1,286,658",델타항공,LAX,ICN
357,09-01,금,오전 9:50,프리미엄 이코노미,09-02,토,오후 10:05,20:15,1,"1,295,358","델타항공, 대한항공",LAX,GMP
358,09-01,금,오후 5:20,프리미엄 이코노미,09-03,일,오후 4:25,31:05,1,"1,298,812",에어캐나다,LAX,ICN
359,09-01,금,오후 10:00,프리미엄 이코노미,09-03,일,오후 4:25,26:25,1,"1,298,812",에어캐나다,LAX,ICN
360,09-01,금,오전 6:00,프리미엄 이코노미,09-03,일,오전 4:20,30:20,1,"1,303,827",유나이티드항공,LAX,ICN
361,09-01,금,오전 8:15,프리미엄 이코노미,09-03,일,오전 4:20,28:05,1,"1,303,827",유나이티드항공,LAX,ICN
362,09-01,금,오전 12:50,프리미엄 이코노미,09-02,토,오후 6:35,25:45,1,"1,304,441",전일본공수,LAX,GMP
